Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Unit,Aggregator,Disaggregator,Value
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2018,20 to 29 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2018,30 to 39 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2018,40 to 49 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2018,50 to 59 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2018,60 years or more,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2019,0 to 19 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2019,20 to 29 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2019,30 to 39 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2019,40 to 49 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2019,50 to 59 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2019,60 years or more,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2020 (Jan to Sep),0 to 19 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2020 (Jan to Sep),20 to 29 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2020 (Jan to Sep),30 to 39 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2020 (Jan to Sep),40 to 49 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2020 (Jan to Sep),50 to 59 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,Percent,2020 (Jan to Sep),60 years or more,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2018,0 to 19 years,2
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2018,20 to 29 years,26
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2018,30 to 39 years,31
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2018,40 to 49 years,20
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2018,50 to 59 years,13
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2018,60 years or more,9
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2019,0 to 19 years,2
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2019,20 to 29 years,26
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2019,30 to 39 years,30
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2019,40 to 49 years,18
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2019,50 to 59 years,16
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2019,60 years or more,7
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2020 (Jan to Sep),0 to 19 years,3
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2020 (Jan to Sep),20 to 29 years,24
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2020 (Jan to Sep),30 to 39 years,32
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2020 (Jan to Sep),40 to 49 years,19
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2020 (Jan to Sep),50 to 59 years,15
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,Percent,2020 (Jan to Sep),60 years or more,8
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2017,0 to 19 years,5
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2017,20 to 29 years,19
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2017,30 to 39 years,26
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2017,40 to 49 years,15
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2017,50 to 59 years,16
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2017,60 years or more,19
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2018,0 to 19 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2018,20 to 29 years,20
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2018,30 to 39 years,17
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2018,40 to 49 years,21
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2018,50 to 59 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2018,60 years or more,24
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2019,0 to 19 years,5
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2019,20 to 29 years,14
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2019,30 to 39 years,15
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2019,40 to 49 years,19
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2019,50 to 59 years,20
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2019,60 years or more,27
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2020 (Jan to Sep),0 to 19 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2020 (Jan to Sep),20 to 29 years,19
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2020 (Jan to Sep),30 to 39 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2020 (Jan to Sep),40 to 49 years,24
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2020 (Jan to Sep),50 to 59 years,15
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,Percent,2020 (Jan to Sep),60 years or more,18
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2018,0 to 19 years,6
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2018,20 to 29 years,15
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2018,30 to 39 years,17
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2018,40 to 49 years,22
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2018,50 to 59 years,18
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2018,60 years or more,22
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2019,0 to 19 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2019,20 to 29 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2019,30 to 39 years,23
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2019,40 to 49 years,16
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2019,50 to 59 years,16
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2019,60 years or more,27
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2020 (Jan to Sep),0 to 19 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2020 (Jan to Sep),20 to 29 years,23
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2020 (Jan to Sep),30 to 39 years,17
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2020 (Jan to Sep),40 to 49 years,21
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2020 (Jan to Sep),50 to 59 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,Percent,2020 (Jan to Sep),60 years or more,24
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2019,0 to 19 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2019,20 to 29 years,20
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2019,30 to 39 years,35
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2019,40 to 49 years,15
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2019,50 to 59 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2019,60 years or more,17
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2020 (Jan to Sep),0 to 19 years,Suppressed
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2020 (Jan to Sep),20 to 29 years,32
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2020 (Jan to Sep),30 to 39 years,32
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2020 (Jan to Sep),40 to 49 years,11
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2020 (Jan to Sep),50 to 59 years,18
Opioids,Emergency Medical Services (EMS),Age breakdown,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,Percent,2020 (Jan to Sep),60 years or more,Suppressed
